time,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),red,green,blue,rededge1,rededge2,rededge3,nir,swir
2022-04-20,Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,2055.273,2039.6685,1889.1736,2354.6619,2594.0056,2789.6846,2686.312,1910.9878
2022-04-15,Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,3221.1614,3400.8152,3557.5808,3537.566,3535.1553,3604.1042,3523.3962,2938.626
2022-04-10,Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,2323.3416,2322.5771,2303.7466,2590.9622,2674.3896,2822.5513,2759.7595,2585.7795
2022-04-05,Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,2181.333,2003.1116,1747.9514,2602.4817,2928.583,3131.5317,3083.212,2998.1318
2022-03-31,Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,2299.663,2395.5212,2140.0986,2962.1982,3632.3286,4027.0251,3936.317,2894.2668
2022-03-26,Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,2349.9053,2487.7952,2281.1328,3016.283,3710.3706,3957.0603,3939.694,3008.0518
2022-03-21,Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,3779.8933,3945.5964,3904.461,4443.4697,4939.4385,5270.049,5047.682,4147.4976
2022-03-16,Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,10322.764,11567.417,13525.83,10278.912,9443.92,9098.234,9060.995,6567.1494
2022-07-14,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,3189.1768,3452.5603,3430.5469,3783.6323,4516.5713,4825.284,4741.762,3571.9297
2022-07-09,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1923.4241,2080.6924,1799.1758,2624.3992,3775.465,4364.179,4238.781,3092.529
2022-07-04,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,3547.3152,3968.198,3993.1152,4274.0396,5262.781,5712.377,5788.5366,3249.529
2022-06-29,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,3832.717,4220.94,4378.592,4559.582,5223.0645,5652.1006,5477.787,2603.859
2022-06-24,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1668.9437,1852.3591,1669.1818,2192.841,3295.4868,3807.7825,3724.2964,2669.7397
2022-06-19,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1545.4543,1687.3634,1544.9562,1958.2039,2795.9443,3321.2795,3165.0818,2090.1162
2022-06-14,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,13830.797,14953.198,16737.865,15102.051,13734.54,12971.738,12971.267,5759.022
2022-06-09,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1459.7717,1691.7166,1408.0698,2050.4802,3668.1719,4528.6523,4423.9995,2840.3657
2022-06-04,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1559.4332,1888.139,1594.3932,2262.397,4253.9995,5063.7065,4930.997,3011.6057
2022-05-30,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,2162.9854,2385.5386,2367.1099,2565.1304,3691.2563,4444.5605,4206.955,2914.2244
2022-05-25,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1493.8502,1724.1222,1371.1115,2147.0671,3850.2417,4422.8423,4291.131,2961.6956
2022-05-20,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1495.1818,1710.1498,1393.596,2146.899,3671.0957,4289.6787,4123.6143,3156.8384
2022-05-15,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1584.199,1793.1239,1460.4056,2252.3628,3593.0476,4002.6516,3876.0876,3230.3926
2022-05-10,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1600.3981,1750.2769,1777.1482,1801.1747,2279.207,2580.5532,2363.6614,1857.2087
2022-04-30,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,3699.046,3933.4094,4042.6902,4221.929,4401.6895,4534.542,4263.0093,3035.0823
2022-04-25,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1919.9886,1919.0519,1699.2915,2338.9453,2595.5144,2746.9438,2674.8557,2477.6934
2022-04-20,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,2118.1672,2083.7275,1976.9935,2404.6702,2522.0698,2681.0925,2618.8308,2587.8816
2022-04-15,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,2786.992,2778.9487,2847.7717,2987.3413,2818.6895,2884.344,2808.926,2810.5056
2022-04-10,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,2353.49,2309.4824,2293.5945,2591.8833,2620.8496,2768.3088,2664.8545,2191.1926
2022-04-05,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,2361.906,2058.1714,1782.596,2782.6533,3022.596,3221.2698,3160.7837,3002.789
2022-03-31,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,2942.6858,2701.5652,2363.6084,3605.1265,3976.4077,4323.3447,4249.99,4062.907
2022-03-26,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,1953.7668,1981.0519,1574.8638,2796.9648,3582.3223,3902.4792,3900.4749,3342.5945
2022-03-21,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,3783.6382,4053.4695,4087.378,4324.748,4721.5938,5039.454,4913.517,3992.0962
2022-03-16,Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,11725.664,13254.667,15537.938,11771.436,10815.373,10406.016,10294.058,7191.6777
2022-07-14,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,4056.003,4421.2573,4549.3364,4835.5684,5427.6904,5622.7163,5597.3867,3388.9617
2022-07-09,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,1908.2894,2118.8826,1836.2839,2660.9277,4008.295,4734.86,4630.5635,2846.6282
2022-07-04,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,3313.5557,3570.2346,3462.0981,4022.774,4979.475,5447.778,5240.8086,3297.3242
2022-06-29,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,3740.4365,4181.6304,4415.761,4410.223,5066.906,5486.999,5464.626,2600.7039
2022-06-24,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,2292.517,2564.577,2447.0337,2863.7188,4321.848,5069.7856,4894.2295,3116.0757
2022-06-19,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,7842.0454,8592.438,9477.631,8531.988,8402.145,8447.038,8249.485,5093.8096
2022-06-14,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,4520.1123,5017.499,5321.2754,5051.83,6628.0483,7675.4175,7479.822,4530.0786
2022-06-09,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,1362.6827,1521.3224,1306.2471,1826.4553,3436.852,4479.629,4389.926,2662.3127
2022-06-04,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,1385.5769,1613.6036,1357.7301,1955.1575,3796.956,4769.3936,4664.9585,2770.3926
2022-05-30,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,2527.971,2786.1746,2772.1921,3004.8577,4239.0557,5112.352,4768.34,3258.8752
2022-05-25,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,1421.0538,1657.568,1304.3502,2074.2969,3993.7332,4849.4688,4721.9653,3054.6064
2022-05-20,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,1574.2242,1847.2443,1545.315,2212.4353,4066.354,5034.7817,4773.833,3234.0625
2022-05-15,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,2299.7644,2596.1648,2443.8022,2907.9868,4350.529,4896.0425,4656.0693,3631.0447
2022-05-10,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,10334.768,11252.933,12573.501,10743.102,9992.606,9819.277,9956.111,4772.2134
2022-04-30,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,3532.0754,3890.1562,4011.6582,4087.1584,4484.849,4697.472,4424.6636,3105.4539
2022-04-25,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,1895.9363,2011.2906,1873.3373,2273.927,2560.6306,2669.0498,2560.5864,2212.8457
2022-04-20,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,2222.361,2251.609,2190.9727,2514.8809,2608.6553,2747.6917,2661.9587,2517.407
2022-04-15,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,3800.0227,3913.9429,4209.1255,3938.811,3622.6084,3591.2046,3653.625,3139.351
2022-04-10,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,4780.1714,4705.6943,4810.1367,5086.225,4813.3833,4877.344,4673.9136,4614.1113
2022-04-05,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,1929.845,1780.4719,1570.0668,2311.3115,2629.5435,2808.9402,2761.3118,2414.1438
2022-03-31,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,6461.2944,6558.5737,6755.8276,6967.3,6784.8,6985.622,6629.277,6298.8296
2022-03-26,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,2214.363,2278.2944,1977.7988,2988.538,3716.2427,4000.402,4025.4072,3414.9202
2022-03-21,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,2043.0974,2312.5664,1938.956,2965.39,4284.2383,4908.114,4754.363,3126.7424
2022-03-16,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,9836.658,11048.931,12731.208,10021.024,9587.431,9437.806,9266.334,6696.473
2022-07-14,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,3204.4182,3502.8403,3426.615,3994.1519,4622.26,4834.0527,4831.924,3006.3274
2022-07-09,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,2509.0264,2763.0146,2320.0442,3571.1929,4935.707,5636.2793,5475.85,3766.076
2022-07-04,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,4979.1973,5310.5234,5434.331,5722.9453,6158.526,6341.8813,6219.2246,3199.5332
2022-06-29,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,4668.4375,5195.1455,5564.439,5443.6934,5987.417,6324.6245,6284.8804,2806.6562
2022-06-24,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,4559.837,4835.3994,4889.233,5196.108,6007.091,6406.078,6082.4526,5092.145
2022-06-19,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,1684.2545,2020.8458,1745.527,2423.1416,4342.5376,5515.842,5422.425,2875.5364
2022-06-14,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,1864.5409,2165.7178,2001.927,2481.086,4533.217,5710.177,5554.137,2982.0425
2022-06-09,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,1307.0348,1489.5137,1272.8185,1784.9088,3559.1064,4731.874,4632.2637,2572.5686
2022-06-04,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,2088.9153,2270.3062,2174.0032,2464.917,3668.5747,4364.1855,4149.546,2961.513
2022-05-30,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,8973.235,9653.358,10641.776,9941.819,9522.052,9348.784,9428.862,6414.086
2022-05-25,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,1282.962,1542.4204,1184.4315,1945.4757,4025.3416,5016.4956,4863.2188,2834.3477
2022-05-20,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,2268.8867,2634.2646,2453.3835,2961.709,4637.8804,5488.6284,5279.795,3704.178
2022-05-15,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,4113.0923,4430.5234,4482.6064,4707.479,5729.543,6131.349,5878.2695,5169.534
2022-05-10,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,5616.842,6106.843,6488.1514,6088.126,6760.5,7290.24,6758.077,5041.4927
2022-04-30,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,6772.673,7151.9077,7646.13,7386.1274,7178.601,7296.091,6827.1777,5427.6865
2022-04-25,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,1812.7487,2009.1506,1796.9243,2352.3877,2597.428,2707.352,2530.0562,1823.987
2022-04-20,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,2873.3433,2858.8208,2750.0835,3247.688,3267.6848,3408.356,3237.7493,3578.4097
2022-04-15,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,2853.5356,2868.5571,2889.0195,3086.746,2820.6538,2861.0847,2711.3816,2094.229
2022-04-10,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,2249.7393,2260.731,2224.9514,2534.9092,2585.3142,2728.0857,2634.665,2095.5981
2022-04-05,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,2390.651,2240.8552,2054.0325,2753.0444,2974.4343,3119.3555,3031.3828,3596.0298
2022-03-31,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,2296.3762,2127.167,2027.1373,2570.9846,2724.8206,2943.5276,2909.9263,3627.9194
2022-03-26,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,6001.8145,6171.0293,6461.048,6612.057,6538.475,6510.7466,6713.1875,6702.766
2022-03-21,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,3494.1506,3626.3435,3616.2014,4046.4944,4479.6333,4815.149,4645.168,4019.0405
2022-03-16,Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,12986.894,14488.33,16838.766,12990.072,11849.623,11357.928,11260.268,8776.724
2022-07-14,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,4893.4917,5287.7334,5587.4023,5468.911,5724.8013,5831.4756,5688.434,3655.007
2022-07-09,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,8235.633,8564.398,9008.688,8875.041,8798.641,9080.3955,8558.461,6799.3525
2022-07-04,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,3956.8994,4289.272,4252.219,4713.041,5614.5054,6049.7095,5883.3154,3701.1794
2022-06-29,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,5591.047,6206.7075,6803.919,6395.0796,6553.475,6647.3057,6751.419,3128.9727
2022-06-24,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,1842.1736,2138.3083,1883.2314,2556.109,4168.213,4900.9717,4725.696,2749.7783
2022-06-19,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,3952.3293,4266.3115,4452.2705,4373.251,4801.037,5173.9995,4808.411,3507.1763
2022-06-14,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,7674.9263,8283.017,9001.629,8312.733,8623.489,8896.237,8305.825,5517.4624
2022-06-09,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,1459.5792,1612.5244,1416.6276,1885.6079,3265.5098,4112.091,4004.1833,2529.427
2022-06-04,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,1432.6344,1631.0858,1407.9116,1923.0065,3453.476,4251.4673,4130.948,2563.665
2022-05-30,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,4667.608,5106.4023,5480.482,5219.3486,5927.3374,6503.7334,6286.172,4495.997
2022-05-25,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,1442.0095,1634.9482,1311.1212,2016.8833,3469.3455,4086.2717,3965.447,2663.8887
2022-05-20,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,1377.9298,1558.8003,1314.8873,1866.1342,3104.243,3714.7896,3500.0688,2560.7588
2022-05-15,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,1459.7144,1738.7898,1391.1708,2152.4546,3805.5781,4378.2583,4227.744,3056.6445
2022-05-10,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,7366.609,7988.0986,8949.351,7794.0786,7294.5376,7164.652,7095.899,4011.3274
2022-04-30,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,4686.979,5057.9946,5335.25,5284.219,5410.966,5549.027,5279.0264,3716.692
2022-04-25,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,1723.8871,1862.4955,1652.4894,2187.8386,2528.7288,2656.5208,2534.0852,2035.4503
2022-04-20,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,2272.7122,2307.0732,2199.3074,2615.6282,2671.0156,2827.663,2732.609,2536.355
2022-04-15,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,2934.4482,2960.649,3016.2253,3171.07,3021.2483,3078.6018,3032.822,2873.1921
2022-04-10,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,2483.9753,2464.7776,2454.2266,2720.7576,2681.5269,2806.2346,2688.969,2062.818
2022-04-05,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,2090.034,1925.6399,1705.654,2400.3271,2609.2336,2765.9104,2684.9565,2104.4683
2022-03-31,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,4101.2427,4118.9287,4105.4536,4598.003,4726.491,4983.0464,4812.8403,4578.5146
2022-03-26,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,2377.9883,2367.4578,1848.4382,3419.5476,4320.1045,4691.975,4703.056,4053.6729
2022-03-21,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,3726.1497,3994.6907,3736.1313,4625.863,5529.9536,6054.257,5739.0015,4595.723
2022-03-16,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,10834.764,12096.18,13937.711,10995.15,10374.201,10148.307,9998.894,7465.2183
2022-07-14,Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,3131.3162,3358.297,3298.2368,3874.0095,4481.32,4699.267,4662.746,3002.563
2022-07-09,Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,2057.6997,2200.231,1907.6849,2822.7156,3977.2278,4581.1113,4452.5645,3050.9229
2022-07-04,Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,4883.464,5383.921,5640.8447,5623.0913,6245.208,6498.293,6692.6997,4315.2583
2022-06-29,Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,3853.0127,4262.628,4453.4727,4564.7046,5187.456,5564.3545,5475.4185,2665.1982
2022-06-24,Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,1628.8403,1949.1221,1649.6956,2388.3018,4226.932,5048.386,4900.4536,2707.352
2022-06-19,Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,1328.8911,1568.0005,1381.3103,1846.0084,3173.6301,3988.009,3897.0269,2067.9138
2022-06-14,Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,7214.336,7699.691,8167.8286,7861.101,8343.849,8729.768,7967.425,4870.089
2022-06-09,Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,1292.3092,1467.2954,1271.6438,1731.7574,3378.6104,4457.281,4360.6426,2495.863
2022-06-04,Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,1346.5343,1593.6506,1361.7711,1889.8779,3881.4011,5024.159,4907.196,2719.4355
2022-05-30,Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,2320.02,2630.7278,2608.9338,2810.2546,4339.4536,5433.93,5145.853,3261.3584
