District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),date,red,green,blue,rededge1,rededge2,rededge3,nir,swir
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,10-04-2022,2262.29736328125,2316.823486328125,2407.176513671875,2411.535888671875,2369.715576171875,2418.51318359375,2358.95751953125,2072.54248046875
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,05-04-2022,2070.251708984375,2088.228759765625,1666.950927734375,2913.830078125,3894.30712890625,4266.04248046875,4201.771484375,3156.228759765625
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,31-03-2022,2628.784423828125,2889.60791015625,2631.794189453125,3541.53271484375,4765.45751953125,5403.71240234375,5316.359375,3727.43798828125
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,26-03-2022,5259.21240234375,5530.451171875,5675.04248046875,5978.62744140625,6301.57177734375,6359.69921875,6630.5751953125,6041.41162109375
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,21-03-2022,2566.888916015625,2762.830078125,2633.4248046875,3160.2646484375,3964.558837890625,4435.1044921875,4236.00634765625,3159.016357421875
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,16-03-2022,7501.28125,8474.470703125,9751.58203125,7725.74853515625,7658.33349609375,7687.310546875,7581.3203125,5554.7939453125
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,14-07-2022,2318.653564453125,2580.006591796875,2453.2548828125,2969.045654296875,3976.411865234375,4391.82373046875,4364.9736328125,2638.07177734375
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,09-07-2022,1909.0555419921875,2116.996826171875,1873.134033203125,2525.529296875,3810.379150390625,4559.83642578125,4461.54248046875,2892.941162109375
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,04-07-2022,6075.24169921875,6609.9345703125,6972.45751953125,6774.24853515625,7094.48388671875,7190.01953125,7382.96728515625,4625.24169921875
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,29-06-2022,5045.17626953125,5545.6337890625,5927.3203125,5865.2939453125,6311.65380859375,6563.68603515625,6488.771484375,3008.535888671875
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,24-06-2022,1506.7745361328125,1677.94775390625,1483.69287109375,1940.0,3349.5751953125,4032.856201171875,3897.856201171875,2507.843017578125
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,19-06-2022,13396.6533203125,14569.9609375,16028.9150390625,14084.9677734375,13064.0390625,12670.869140625,12709.9873046875,7794.47705078125
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,14-06-2022,1968.7940673828125,2202.2255859375,1965.9248046875,2558.156982421875,4357.810546875,5248.869140625,5105.5361328125,3270.450927734375
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,09-06-2022,1563.9542236328125,1705.1993408203125,1438.634033203125,2038.7843017578125,3261.856201171875,3868.77783203125,3773.62744140625,2682.313720703125
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,04-06-2022,3896.506591796875,4348.26123046875,4389.73876953125,4404.8037109375,5723.7060546875,6294.92822265625,6048.771484375,4702.849609375
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,30-05-2022,4369.05859375,4782.7451171875,5017.4248046875,4915.529296875,5785.2744140625,6390.22216796875,6263.00634765625,4501.50341796875
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,25-05-2022,1522.5849609375,1764.54248046875,1394.2745361328125,2115.803955078125,3473.98046875,3893.091552734375,3768.8955078125,2939.33984375
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,20-05-2022,1959.5457763671875,2184.60791015625,1984.9608154296875,2498.4443359375,3638.529296875,4177.529296875,3960.47705078125,3091.143798828125
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,15-05-2022,1376.6077880859375,1504.4052734375,1381.8692626953125,1653.3594970703125,2118.13720703125,2243.039306640625,2191.810546875,1970.9215087890625
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,10-05-2022,9768.810546875,10459.0849609375,11587.4775390625,10641.568359375,9787.587890625,9299.248046875,9200.1572265625,3081.2353515625
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,30-04-2022,4611.9609375,4880.69287109375,5137.5947265625,5040.888671875,5183.7060546875,5447.849609375,5037.88232421875,4322.6337890625
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,25-04-2022,3452.88232421875,3549.705810546875,3542.483642578125,3867.634033203125,4160.4443359375,4282.1962890625,4187.43115234375,4161.3662109375
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,20-04-2022,2258.006591796875,2119.784423828125,1977.6209716796875,2489.01318359375,2555.313720703125,2724.379150390625,2638.176513671875,1881.365966796875
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,15-04-2022,3427.601318359375,3506.86279296875,3624.228759765625,3738.568603515625,3659.026123046875,3735.0654296875,3558.758056640625,3104.666748046875
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,10-04-2022,2319.64697265625,2276.673095703125,2253.686279296875,2575.294189453125,2644.03271484375,2790.281005859375,2724.5947265625,2611.169921875
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,05-04-2022,2242.39208984375,2010.7320556640625,1733.8104248046875,2665.35302734375,2951.8955078125,3154.294189453125,3108.875732421875,3004.03271484375
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,31-03-2022,2196.888916015625,2347.18310546875,2003.483642578125,3029.379150390625,3924.01953125,4376.0849609375,4308.130859375,3117.601318359375
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,26-03-2022,1960.0555419921875,2099.379150390625,1776.7515869140625,2772.01318359375,3731.56201171875,4083.758056640625,4098.529296875,2903.326904296875
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,21-03-2022,3737.5947265625,3911.784423828125,3877.771240234375,4405.4443359375,4920.73876953125,5258.65380859375,5042.2744140625,4135.07861328125
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,16-03-2022,10079.607421875,11310.771484375,13226.849609375,10039.6796875,9250.5556640625,8913.6669921875,8931.228515625,6529.548828125
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,14-07-2022,3964.802734375,4158.99658203125,4012.546630859375,4636.7333984375,5346.46728515625,5659.52587890625,5324.076171875,4280.15234375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,09-07-2022,1875.0899658203125,2051.615966796875,1742.7301025390625,2631.44287109375,3885.92724609375,4518.23193359375,4395.41845703125,2861.387451171875
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,04-07-2022,3495.2802734375,4012.318359375,4171.41162109375,4196.60546875,5194.484375,5638.36669921875,5884.498046875,3177.87890625
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,29-06-2022,3776.36669921875,4173.2802734375,4328.20751953125,4504.619140625,5206.2421875,5655.8857421875,5503.01708984375,2555.730224609375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,24-06-2022,1554.3079833984375,1791.740478515625,1601.92041015625,2107.7509765625,3389.934326171875,4010.63330078125,3916.982666015625,2326.667724609375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,19-06-2022,1472.096923828125,1643.0518798828125,1505.5709228515625,1893.4671630859375,2905.979248046875,3581.64697265625,3419.619384765625,1924.7301025390625
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,14-06-2022,13824.2490234375,14650.1865234375,16125.12109375,15259.8369140625,14012.2109375,13342.0380859375,12561.3564453125,6107.27001953125
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,09-06-2022,1348.218017578125,1532.1903076171875,1315.380615234375,1821.4117431640625,3463.380615234375,4548.1005859375,4439.25927734375,2566.851318359375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,04-06-2022,1455.1348876953125,1722.5916748046875,1501.179931640625,2029.87548828125,3983.460205078125,5017.08984375,4894.90673828125,2831.266357421875
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,30-05-2022,2020.7681884765625,2257.532958984375,2316.733642578125,2370.7509765625,3432.11767578125,4191.4462890625,4112.35302734375,2751.2421875
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,25-05-2022,1413.51904296875,1603.2457275390625,1294.5120849609375,1973.9134521484375,3538.024169921875,4162.37353515625,4049.1142578125,2796.532958984375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,20-05-2022,1399.15576171875,1576.923828125,1296.8719482421875,1977.7335205078125,3373.91015625,4009.955078125,3869.2734375,2910.11767578125
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,15-05-2022,1459.262939453125,1666.2076416015625,1354.4913330078125,2100.60888671875,3476.9619140625,3937.20068359375,3805.577880859375,2981.986083984375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,10-05-2022,1211.1695556640625,1322.301025390625,1303.262939453125,1408.615966796875,1878.775146484375,2154.826904296875,1972.415283203125,1544.3079833984375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,30-04-2022,3686.221435546875,3941.9931640625,4048.84423828125,4236.53955078125,4476.98974609375,4624.1591796875,4322.98974609375,3026.297607421875
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,25-04-2022,1668.6885986328125,1801.6331787109375,1566.778564453125,2160.6748046875,2507.148681640625,2631.591796875,2532.470703125,2005.4290771484375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,20-04-2022,1868.6539306640625,1898.4705810546875,1813.3079833984375,2125.87890625,2186.95166015625,2301.07275390625,2227.546630859375,1966.335693359375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,15-04-2022,2723.39111328125,2714.456787109375,2768.67138671875,2931.816650390625,2773.387451171875,2834.9169921875,2776.11083984375,3118.100341796875
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,10-04-2022,2268.35302734375,2241.4462890625,2226.27685546875,2498.024169921875,2461.32861328125,2580.629638671875,2467.612548828125,1710.622802734375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,05-04-2022,2217.266357421875,1955.8338623046875,1705.6920166015625,2536.923828125,2663.47412109375,2814.428955078125,2731.743896484375,2251.55712890625
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,31-03-2022,3009.08642578125,2704.456787109375,2370.816650390625,3646.224853515625,3980.47412109375,4331.44970703125,4262.57421875,4135.2177734375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,26-03-2022,1931.7681884765625,1950.71630859375,1542.3321533203125,2776.8095703125,3592.259521484375,3941.9931640625,3899.024169921875,3363.501708984375
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,21-03-2022,2480.771728515625,2736.058837890625,2686.44970703125,2998.335693359375,3539.95166015625,3879.92041015625,3885.2802734375,2896.615966796875
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,16-03-2022,10341.8681640625,11785.60546875,13869.3974609375,10408.3359375,9648.00390625,9335.8369140625,9106.380859375,6175.84423828125
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,14-07-2022,4003.81689453125,4376.82373046875,4517.01953125,4764.23193359375,5364.5361328125,5559.9248046875,5560.65380859375,3367.248291015625
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,09-07-2022,1926.3529052734375,2127.509765625,1842.9608154296875,2688.078369140625,4040.421630859375,4774.111328125,4615.35302734375,2920.650390625
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,04-07-2022,3115.634033203125,3339.365966796875,3192.281005859375,3818.33984375,4802.630859375,5291.0,5041.7646484375,3167.669921875
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,29-06-2022,3658.11767578125,4134.43115234375,4428.01318359375,4311.45751953125,4981.08837890625,5411.66015625,5440.94140625,2565.85302734375
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,24-06-2022,1394.2940673828125,1584.006591796875,1446.169921875,1800.7059326171875,2803.30712890625,3281.313720703125,3184.3203125,1960.5
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,19-06-2022,9014.927734375,10079.28125,11371.7646484375,9646.7021484375,9208.4541015625,9061.94140625,9259.9873046875,5467.92138671875
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,14-06-2022,3146.101318359375,3643.7451171875,3776.516357421875,3764.630615234375,5889.9541015625,7156.81689453125,7060.69287109375,4061.156982421875
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,09-06-2022,1404.464111328125,1565.3267822265625,1334.9705810546875,1895.69287109375,3528.5556640625,4536.05859375,4442.7646484375,2755.843017578125
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,04-06-2022,1448.009765625,1687.8594970703125,1404.1829833984375,2059.83984375,3982.45751953125,4971.88232421875,4859.2939453125,2903.336669921875
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,30-05-2022,2474.908447265625,2640.196044921875,2526.83984375,3016.454345703125,4322.99365234375,5214.56201171875,4659.96728515625,3329.88232421875
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,25-05-2022,1477.72216796875,1720.898681640625,1351.37255859375,2163.02294921875,4138.51611328125,4998.16357421875,4866.15673828125,3201.186279296875
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,20-05-2022,1722.0947265625,2014.4771728515625,1703.8104248046875,2411.303955078125,4416.92138671875,5457.39892578125,5196.52294921875,3553.43798828125
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,15-05-2022,2979.908447265625,3347.37255859375,3327.248291015625,3642.911865234375,5156.6142578125,5721.17626953125,5551.43798828125,4449.60791015625
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,10-05-2022,11959.0068359375,12744.5224609375,13938.90234375,12450.7060546875,11584.22265625,11393.6533203125,11111.5556640625,5207.48388671875
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,30-04-2022,3555.843017578125,3916.549072265625,4032.464111328125,4148.19287109375,4666.24853515625,4935.349609375,4658.1962890625,3275.865966796875
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,25-04-2022,1561.6502685546875,1660.0947265625,1565.669921875,1817.20263671875,2014.091552734375,2076.92822265625,1986.20263671875,1646.261474609375
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,20-04-2022,2301.738525390625,2299.81689453125,2209.418212890625,2609.728759765625,2745.879150390625,2912.973876953125,2835.248291015625,2715.0751953125
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,15-04-2022,2890.64697265625,2959.365966796875,3144.431396484375,3047.62744140625,2899.12744140625,2950.450927734375,2968.8203125,2614.153564453125
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,10-04-2022,5677.86279296875,5525.869140625,5616.60791015625,6047.23193359375,5721.21875,5790.80078125,5564.01953125,5828.73876953125
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,05-04-2022,1939.7418212890625,1821.44775390625,1593.2156982421875,2363.2451171875,2812.189453125,3016.464111328125,2965.11767578125,2643.673095703125
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,31-03-2022,4827.150390625,4854.6796875,4907.20263671875,5333.92138671875,5340.07861328125,5593.75146484375,5250.7451171875,5156.98388671875
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,26-03-2022,2120.54248046875,2068.95751953125,1764.7581787109375,2875.96728515625,3495.800537109375,3790.07177734375,3821.176513671875,3635.28759765625
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,21-03-2022,1995.96728515625,2308.9150390625,1906.3790283203125,2988.356201171875,4427.130859375,5074.99365234375,4915.94140625,3142.728759765625
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,16-03-2022,9817.2939453125,11052.888671875,12773.28125,9996.447265625,9574.05859375,9433.0849609375,9346.7451171875,6765.2451171875
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,14-07-2022,3182.83056640625,3451.36328125,3390.0830078125,3924.75439453125,4392.134765625,4568.99658203125,4481.5361328125,2930.591796875
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,09-07-2022,2749.370361328125,3043.667724609375,2486.04150390625,4050.1904296875,5430.53271484375,6119.044921875,5882.93408203125,4174.53271484375
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,04-07-2022,5059.36328125,5263.1005859375,5171.7509765625,5865.99658203125,6293.32177734375,6468.5087890625,6140.7890625,3216.020751953125
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,29-06-2022,4611.39111328125,5129.2177734375,5461.81298828125,5391.59521484375,5933.48779296875,6265.03466796875,6232.91357421875,2791.44287109375
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,24-06-2022,6116.560546875,6412.21435546875,6619.14892578125,6791.53955078125,7356.892578125,7651.9619140625,7279.744140625,6602.1904296875
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,19-06-2022,1999.179931640625,2438.92724609375,2171.83056640625,2843.35302734375,4732.07275390625,5793.35986328125,5740.99658203125,3128.058837890625
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,14-06-2022,1867.7335205078125,2163.0,1976.256103515625,2516.16943359375,4519.986328125,5635.2802734375,5478.6572265625,2939.377197265625
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,09-06-2022,1305.0,1459.8892822265625,1261.39794921875,1758.6539306640625,3445.179931640625,4574.8857421875,4495.09326171875,2516.588134765625
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,04-06-2022,1930.4671630859375,1997.421630859375,1878.179931640625,2211.135009765625,3030.166015625,3553.543212890625,3094.923828125,2711.88232421875
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,30-05-2022,9288.498046875,10050.546875,11046.4775390625,10220.359375,9727.4736328125,9493.03125,9754.87890625,6504.1904296875
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,25-05-2022,1253.7716064453125,1487.560546875,1161.0657958984375,1881.0518798828125,3950.571044921875,5009.650390625,4866.7822265625,2813.903076171875
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,20-05-2022,2329.11083984375,2784.654052734375,2676.2353515625,2986.83056640625,4677.53955078125,5585.90673828125,5351.4326171875,3722.224853515625
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,15-05-2022,4405.41845703125,4756.318359375,4856.3251953125,5021.20751953125,6064.9619140625,6455.75439453125,6340.29052734375,5735.95849609375
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,10-05-2022,4984.892578125,5506.44287109375,6024.7958984375,5478.13818359375,6494.06591796875,7240.43603515625,6614.4775390625,5335.85107421875
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,30-04-2022,6862.98974609375,7248.05517578125,7755.529296875,7481.69873046875,7264.7578125,7374.65380859375,6902.53271484375,5482.515625
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,25-04-2022,1663.2491455078125,1897.8270263671875,1672.0692138671875,2215.145263671875,2487.058837890625,2584.467041015625,2413.065673828125,1732.4739990234375
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,20-04-2022,2399.1904296875,2399.47412109375,2257.9169921875,2759.0380859375,2780.660888671875,2901.9169921875,2742.8095703125,3178.15234375
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,15-04-2022,2713.6748046875,2732.138427734375,2717.23876953125,2966.224853515625,2667.79248046875,2709.83056640625,2569.439453125,2001.5294189453125
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,10-04-2022,2086.290771484375,2167.546630859375,2155.95166015625,2355.515625,2352.183349609375,2450.0068359375,2348.32177734375,1576.955078125
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,05-04-2022,2075.252685546875,1916.1314697265625,1732.439453125,2392.179931640625,2594.176513671875,2750.989501953125,2668.32861328125,3488.062255859375
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,31-03-2022,2423.79248046875,2238.39453125,2123.384033203125,2718.415283203125,2889.743896484375,3130.802734375,3094.422119140625,4104.9375
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,26-03-2022,5513.95849609375,5751.07958984375,6118.11767578125,6062.42578125,6003.39453125,5966.1591796875,6316.08984375,6380.0693359375
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,21-03-2022,3465.626220703125,3567.577880859375,3547.176513671875,4026.8857421875,4461.1005859375,4810.52587890625,4562.67822265625,4042.027587890625
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,16-03-2022,13612.0693359375,15136.6923828125,17523.431640625,13633.677734375,12414.6123046875,11878.48828125,11761.466796875,9257.1005859375
Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,14-07-2022,5214.63671875,5530.6435546875,5704.8095703125,5828.865234375,6006.4912109375,6069.92041015625,5790.13134765625,3777.345947265625
Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,09-07-2022,8552.0830078125,8831.9033203125,9265.0654296875,9212.861328125,9022.5263671875,9257.66796875,8545.771484375,6939.13134765625
Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,04-07-2022,4101.80615234375,4461.044921875,4438.69189453125,4851.07275390625,5723.75439453125,6136.15576171875,6023.40478515625,3789.612548828125
Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,29-06-2022,5651.15576171875,6273.8408203125,6885.55029296875,6451.650390625,6601.6572265625,6688.61572265625,6785.7578125,3159.107177734375
Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,24-06-2022,1729.318359375,2075.833984375,1763.0484619140625,2520.04833984375,4327.01025390625,5054.23193359375,4841.2666015625,2739.84423828125
Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,19-06-2022,5247.744140625,5269.12451171875,4974.1142578125,6039.96875,6683.98291015625,7203.84765625,5724.0,4824.2421875
Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,14-06-2022,7573.6748046875,8277.287109375,9098.3525390625,8151.71630859375,8424.0693359375,8666.9169921875,8277.1630859375,5355.1796875
Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,09-06-2022,1669.2906494140625,1814.64013671875,1639.0380859375,2042.377197265625,3201.384033203125,3941.96533203125,3821.47412109375,2523.667724609375
