name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chau Thanh,2021-12-03,28,22,24.3,30.1,22,24.8,20.5,80,0.1,100,4.17,rain,,,,11.2,6.8,1012.9,46.2,10,233.1,20.1,8,,2021-12-03T05:56:56,2021-12-03T17:31:49,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VVCT,48912599999"
Chau Thanh,2021-12-04,26,21,23.3,26,21,23.3,19.3,78.6,0,0,0,,,,,16.6,9.5,1013,83.5,10,144.3,12.5,6,,2021-12-04T05:57:27,2021-12-04T17:32:07,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2021-12-05,28,20,23.7,28.9,20,24,19,75.6,0,0,0,,,,,12.6,0.6,1012.4,65.3,10,255.1,22,9,,2021-12-05T05:57:57,2021-12-05T17:32:25,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2021-12-06,29,22,25,32.7,22,25.8,21.2,80.2,0,0,0,,,,,11.2,349.4,1011.6,71.1,10,248.3,21.5,9,,2021-12-06T05:58:28,2021-12-06T17:32:45,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-07,29,22,25,31.4,22,25.7,21.8,83.2,0,0,0,,,,,22,32.3,1012.2,66.1,10,231.8,20.1,9,,2021-12-07T05:59:00,2021-12-07T17:33:05,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2021-12-08,30,22,25.3,31.4,22,25.9,21.4,80.8,0,0,0,,,,,13,26.2,1012.2,51,10,257.1,22.2,9,,2021-12-08T05:59:31,2021-12-08T17:33:26,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-09,28,23,25.5,31.9,23,26.8,23.3,88.2,1.3,100,54.17,rain,,,,7.6,43.8,1012.4,80.6,9.9,191.4,16.8,6,,2021-12-09T06:00:02,2021-12-09T17:33:48,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VVCT,48912599999"
Chau Thanh,2021-12-10,29,23,25.2,32,23,26,21.7,82.5,0.2,100,8.33,rain,,,,17.6,35.1,1012.3,60.6,10,228.6,19.8,8,,2021-12-10T06:00:34,2021-12-10T17:34:11,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VVCT,48912599999,remote"
Chau Thanh,2021-12-11,29,21,24.5,32.7,21,25.1,22.5,89.5,0,0,0,,,,,22,50.1,1012.5,53.9,9.3,209.8,18.1,7,,2021-12-11T06:01:06,2021-12-11T17:34:35,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2021-12-12,30,21,25.4,34.1,21,26.6,22.6,85.6,0.3,100,12.5,rain,,,,11.2,34.5,1011.5,49.7,9.4,175,15.1,6,,2021-12-12T06:01:37,2021-12-12T17:34:59,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VVCT,48912599999"
Chau Thanh,2021-12-13,29,23,26,31.4,23,26.8,21.8,79.1,0,0,0,,,,,11.2,9.4,1010.7,42.9,10,232,20.2,8,,2021-12-13T06:02:09,2021-12-13T17:35:24,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-14,29,23,25.8,31.4,23,26.7,21.8,79.3,0,0,0,,,,,9.4,4.9,1009.7,43.2,10,229.4,19.9,8,,2021-12-14T06:02:40,2021-12-14T17:35:49,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-15,30,23,26.2,34.1,23,27.5,22.7,81.5,0,0,0,,,,,14.8,16.6,1009.2,59.9,10,209.8,18.2,8,,2021-12-15T06:03:12,2021-12-15T17:36:15,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-16,30,24,26.5,34.5,24,28.4,23.5,84.3,0,0,0,,,,,18.4,64.6,1009.7,55.5,9.8,212,18.3,8,,2021-12-16T06:03:43,2021-12-16T17:36:42,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-17,31,23,26.4,36.5,23,28.4,24,87.8,0.4,100,16.67,rain,,,,13,68.1,1009.7,62.3,10,230.3,19.8,8,,2021-12-17T06:04:14,2021-12-17T17:37:10,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VVCT,48912599999"
Chau Thanh,2021-12-18,30,23,26.1,33.3,23,27.2,22.5,81.6,0,0,0,,,,,14.8,15.2,1009.8,61.8,9.7,233.6,20.1,8,,2021-12-18T06:04:45,2021-12-18T17:37:38,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-19,28,23,24.7,29.7,23,24.9,19.6,73.6,0,0,0,,,,,18.4,346.9,1010.5,84.1,9.8,165.8,14.4,6,,2021-12-19T06:05:16,2021-12-19T17:38:06,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-20,28,22,24.3,29.7,22,24.6,20.4,80.1,0,0,0,,,,,13,346.9,1012.1,69.3,9.9,193.9,16.8,7,,2021-12-20T06:05:46,2021-12-20T17:38:35,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-21,31,21,25.5,35.5,21,26.9,22.3,84,0.3,100,12.5,rain,,,,13,67.2,1011.9,56,9,227.2,19.7,8,,2021-12-21T06:06:16,2021-12-21T17:39:05,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VVCT,48912599999"
Chau Thanh,2021-12-22,30,23,26.1,35.1,23,27.7,23.7,87.3,2,100,83.33,rain,,,,22.3,84.3,1011.3,64.6,9.7,109.7,9.4,4,,2021-12-22T06:06:46,2021-12-22T17:39:35,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VVCT,48912599999"
Chau Thanh,2021-12-23,29,24,26.2,32.7,24,27.2,22.7,82.2,0,0,0,,,,,22.3,80.7,1011,82.5,10,122,10.6,5,,2021-12-23T06:07:16,2021-12-23T17:40:05,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-24,29,24,25.9,32.7,24,27.1,23.1,85.3,0,0,0,,,,,21.2,80.4,1011.1,54,9.7,218,18.8,8,,2021-12-24T06:07:45,2021-12-24T17:40:35,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2021-12-25,32,23,26.1,36.8,23,27.4,22.5,82.8,0,0,0,,,,,27.7,75.2,1011.8,42.6,10,246.6,21.4,9,,2021-12-25T06:08:13,2021-12-25T17:41:06,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2021-12-26,31,22,26.1,35.5,22,27.9,23.1,85,0,0,0,,,,,13,43.9,1012.7,35.1,9.8,246.9,21.4,9,,2021-12-26T06:08:42,2021-12-26T17:41:38,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-27,31,23,26.1,35.5,23,27.6,23.8,88.5,0,0,0,,,,,17.6,71.7,1013.1,56.8,9.3,251.9,21.9,9,,2021-12-27T06:09:09,2021-12-27T17:42:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2021-12-28,30,23,26.1,35.1,23,27.7,24,88.8,0.2,100,8.33,rain,,,,20.9,60.9,1012.4,56.7,9.6,247.3,21.4,9,,2021-12-28T06:09:36,2021-12-28T17:42:41,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VVCT,48912599999,remote"
Chau Thanh,2021-12-29,30,23,26,35.1,23,27.5,23.5,87.3,0,0,0,,,,,11.2,57.6,1012.2,54.1,10,215.5,18.7,8,,2021-12-29T06:10:03,2021-12-29T17:43:13,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-30,29,23,25.5,32,23,26.2,21.3,78.4,0,0,0,,,,,13,31.7,1013.1,50.9,10,198.8,17.2,8,,2021-12-30T06:10:29,2021-12-30T17:43:45,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2021-12-31,29,21,25.1,30.8,21,25.7,20,74.3,0,0,0,,,,,14.8,37.1,1013.2,31.3,10,197.5,17,7,,2021-12-31T06:10:55,2021-12-31T17:44:17,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-01,31,21,25.6,33.7,21,26.4,21,76.9,0,0,0,,,,,24.8,57.3,1013.1,36.9,10,220.9,19.1,8,,2022-01-01T06:11:19,2022-01-01T17:44:49,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2022-01-02,30,24,26.5,34.1,24,27.7,22.3,78.4,0,0,0,,,,,9.4,28.5,1012.3,38.5,10,175.7,15.1,6,,2022-01-02T06:11:43,2022-01-02T17:45:21,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-03,30,24,26.3,35.1,24,27.3,22.8,81.9,0,0,0,,,,,11.2,65.5,1011.5,55.3,10,156.5,13.5,6,,2022-01-03T06:12:07,2022-01-03T17:45:54,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-04,30.1,23,26.1,34.3,23,27.6,22.8,83,0,0,0,,,,,16.6,68,1011.8,51.4,10,185.9,16.1,7,,2022-01-04T06:12:30,2022-01-04T17:46:26,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-05,31,23,26.4,35.1,23,27.9,22.9,81.8,0,0,0,,,,,16.6,78.4,1011.5,45.8,10,239.9,20.9,8,,2022-01-05T06:12:51,2022-01-05T17:46:58,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-06,31,24,26.3,36.5,24,27.6,23.3,84.4,0,0,0,,,,,64.8,149.1,1012,42.9,10,203,17.4,7,,2022-01-06T06:13:13,2022-01-06T17:47:30,0.11,Partially cloudy,Partly cloudy throughout the day.,wind,"VVCT,48912599999"
Chau Thanh,2022-01-07,31,24,26.6,36.5,24,28.4,23.2,82.3,0,0,0,,,,,18.4,76.7,1012.6,42.9,9.5,259,22.4,9,,2022-01-07T06:13:33,2022-01-07T17:48:03,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-08,31,22,26.5,35.5,22,28,22.4,79.1,0.5,100,20.83,rain,,,,7.6,83.3,1012.3,34.9,9.4,253.4,22,9,,2022-01-08T06:13:53,2022-01-08T17:48:34,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VVCT,48912599999"
Chau Thanh,2022-01-09,31,22,26.6,34.6,22,28,22.1,77.3,0,0,0,,,,,11.2,75.7,1011.3,32.5,10,260.4,22.6,9,,2022-01-09T06:14:11,2022-01-09T17:49:06,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-10,31,24,26.6,35.5,24,28.1,22.3,78.5,0,0,0,,0,0,40.7,18.4,87.8,1012,35.5,10,260.4,22.5,9,10,2022-01-10T06:14:29,2022-01-10T17:49:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-11,31,23,26.4,35.5,23,27.9,21.6,75.6,0.3,100,8.33,rain,0,0,49.7,18.4,89.6,1012.7,40.5,10,246.4,21.4,8,10,2022-01-11T06:14:46,2022-01-11T17:50:09,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VVCT,48912599999"
Chau Thanh,2022-01-12,30,20,25.4,31.9,20,25.9,20.1,74.2,0,0,0,,0,0,47.2,24.1,81.6,1013.2,44.9,10.4,263.9,23,8,10,2022-01-12T06:15:02,2022-01-12T17:50:40,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2022-01-13,29,23,25.3,32,23,26.2,21.2,78.6,0.2,100,8.33,rain,0,0,42.1,13,83.1,1013.3,54,9.7,210.4,18.4,8,10,2022-01-13T06:15:17,2022-01-13T17:51:11,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VVCT,48912599999"
Chau Thanh,2022-01-14,31,21,25.5,31.9,21,25.9,19.5,71.7,0,0,0,,0,0,42.8,22,65.9,1013.3,31.2,10.6,251.6,21.9,8,10,2022-01-14T06:15:31,2022-01-14T17:51:41,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2022-01-15,30,21,25.3,31.3,21,25.8,19.8,73.2,0,0,0,,0,0,37.8,11.2,82.2,1012.7,30.5,10,276.4,24.2,8,10,2022-01-15T06:15:45,2022-01-15T17:52:11,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-16,31,22,25.8,32.4,22,26.5,20.2,73.1,0,0,0,,0,0,46.1,18.4,82.5,1012.6,30.4,9.9,266.6,23.1,8,10,2022-01-16T06:15:57,2022-01-16T17:52:41,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-17,30,22,25.8,32.6,22,26.9,21.3,77.3,0,0,0,,0,0,46.4,11.2,99.2,1012.5,52.1,9.3,259.4,22.6,8,10,2022-01-17T06:16:08,2022-01-17T17:53:10,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-18,31,23,26.1,34.6,23,27.4,21.8,78,0,0,0,,0,0,47.9,14.8,84.8,1011.6,29,8.8,266.8,23.3,8,10,2022-01-18T06:16:19,2022-01-18T17:53:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-19,30,22,25.8,31.9,22,26.6,21.4,78.6,0.1,100,4.17,rain,0,0,41.4,11.2,71.7,1010.9,42.5,8.4,237.1,20.6,8,10,2022-01-19T06:16:28,2022-01-19T17:54:08,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VVCT,48912599999"
Chau Thanh,2022-01-20,31,21,25.5,33.7,21,26.7,21.4,79.7,0,0,0,,0,0,37.4,13,95.9,1010.3,33.2,8.8,164.7,14.4,8,10,2022-01-20T06:16:37,2022-01-20T17:54:36,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-21,31,22,26.3,34.6,22,27.6,21.5,76.2,0,0,0,,0,0,35.6,18.4,92.3,1010.8,31.1,8.8,222.6,19.4,8,10,2022-01-21T06:16:44,2022-01-21T17:55:03,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-22,31,21,25.8,33.7,21,26.9,21.3,78,0,0,0,,0,0,28.4,16.6,110.8,1009.8,30.8,9.9,276.9,24.1,8,10,2022-01-22T06:16:50,2022-01-22T17:55:30,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
Chau Thanh,2022-01-23,31,22,25.8,35.5,22,27.3,22.9,85.7,0.1,100,4.17,rain,0,0,23,7.6,137.7,1009.8,35.9,8.8,247.1,21.5,8,10,2022-01-23T06:16:56,2022-01-23T17:55:57,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VVCT,48912599999"
Chau Thanh,2022-01-24,32,23,26.5,35.5,23,27.9,22.7,81.4,0,0,0,,0,0,24.5,9.4,101.6,1009.5,44.3,9.1,266.5,23.1,8,10,2022-01-24T06:17:00,2022-01-24T17:56:23,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-25,30,23,26,35.1,23,27.7,23.2,85.2,0.5,100,8.33,rain,0,0,32.8,14.8,101.7,1010.1,38.5,8.5,253,21.9,8,10,2022-01-25T06:17:03,2022-01-25T17:56:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VVCT,48912599999"
Chau Thanh,2022-01-26,31,22,26.1,36.5,22,28.1,23.2,85,0.1,100,4.17,rain,0,0,37.1,14.8,108.8,1010.2,33.7,9.8,224.6,19.6,6,10,2022-01-26T06:17:05,2022-01-26T17:57:13,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VVCT,48912599999,remote"
Chau Thanh,2022-01-27,32,22,26.3,35.8,22,27.7,22.9,83.4,0,0,0,,0,0,26.3,13,122.7,1009.9,43.3,8.6,263,22.9,8,10,2022-01-27T06:17:07,2022-01-27T17:57:38,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-28,30,23,25.6,34.1,23,26.8,23.2,88,0,0,0,,0,0,24.1,7.6,207.8,1010.5,32.2,8,234.1,20.4,7,10,2022-01-28T06:17:07,2022-01-28T17:58:01,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999"
Chau Thanh,2022-01-29,32,23,26.4,37.9,23,28.2,23.6,86.2,0.1,100,4.17,rain,0,0,21.2,11.2,182,1009.8,44.1,9.1,264,23.2,8,10,2022-01-29T06:17:06,2022-01-29T17:58:24,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VVCT,48912599999"
Chau Thanh,2022-01-30,31,23,26.8,36.5,23,28.7,23.5,83.6,0,0,0,,0,0,24.1,11.2,143.1,1010.2,46,9.6,254.3,22,8,10,2022-01-30T06:17:04,2022-01-30T17:58:47,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VVCT,48912599999,remote"
