name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chau Phu,2021-11-18,30,25,26.8,37.4,25,29,25,90.6,0.1,100,4.17,rain,,,,18.4,78.6,1008.3,63.4,11,194.8,16.9,7,,2021-11-18T05:55:31,2021-11-18T17:32:47,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-11-19,32,24,27.1,38.2,24,29.7,24.7,87.5,0.3,100,12.5,rain,,,,8.5,78.3,1007.3,58.6,11.2,171.5,15,6,,2021-11-19T05:55:56,2021-11-19T17:32:49,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-11-20,32,24,26.4,39.2,24,28.1,24.9,92.3,16.1,100,8.33,rain,,,,13,216.6,1007.3,61.9,10.3,135.9,11.8,4,,2021-11-20T05:56:21,2021-11-20T17:32:52,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-11-21,31.3,24,27.5,37.7,24,30.1,24.2,83.7,0.4,100,4.17,rain,,,,14.8,67.5,1008.2,68,10.4,166.6,14.5,7,,2021-11-21T05:56:47,2021-11-21T17:32:55,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-11-22,31,25,27.4,37.7,25,30,24.9,87.1,32.2,100,4.17,rain,,,,20.5,75.4,1008.8,54.6,11,107.6,9.3,4,,2021-11-22T05:57:14,2021-11-22T17:33:01,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-11-23,32,24.9,27.3,39.2,24.9,29.8,25,88.1,7.6,100,66.67,rain,,,,16.6,52.3,1008.9,52.9,10.5,101,8.8,3,,2021-11-23T05:57:41,2021-11-23T17:33:07,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-11-24,31.1,25,27,36.9,25,29.1,24.8,88.9,0.2,100,4.17,rain,,,,8.5,57.4,1009.6,53.2,10.2,133.8,11.7,5,,2021-11-24T05:58:08,2021-11-24T17:33:14,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-11-25,30,24,26.3,36.2,24,27.8,24.5,90.5,26,100,4.17,rain,,,,11.4,42.1,1009.8,77.6,10.9,152.2,13.3,7,,2021-11-25T05:58:36,2021-11-25T17:33:22,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-11-26,30.1,24,26.6,33.9,24,28,23.2,82.7,0,0,0,,,,,11.2,5.2,1009.4,48.7,11.6,183.6,15.7,8,,2021-11-26T05:59:04,2021-11-26T17:33:31,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-11-27,27.6,24,25.6,30,24,26,21.7,79.2,0.8,100,29.17,rain,,,,20.7,11.1,1009.5,68,11.3,110.5,9.5,4,,2021-11-27T05:59:33,2021-11-27T17:33:42,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-11-28,28.7,24,25.6,32.6,24,26.6,23.2,86.8,1.4,100,33.33,rain,,,,28.1,2.9,1008.5,79.4,10.8,167.6,14.4,8,,2021-11-28T06:00:02,2021-11-28T17:33:53,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-11-29,28,23,25.1,31.9,23,25.8,24,94.3,1,100,8.33,rain,,,,13.8,5.6,1007.8,89.6,10.1,105.4,9,4,,2021-11-29T06:00:32,2021-11-29T17:34:05,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-11-30,25.3,24,24.5,25.3,24,24.5,24.3,99.3,19,100,12.5,rain,,,,14.8,39.4,1008.8,90.2,8.5,127.2,11,5,,2021-11-30T06:01:02,2021-11-30T17:34:19,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-01,27.3,24,25.2,30,24,25.7,23.7,91.5,0.1,100,4.17,rain,,,,15.1,34.8,1010.4,87.7,10.9,186,16.1,7,,2021-12-01T06:01:32,2021-12-01T17:34:33,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-12-02,28.3,22,24.9,30.1,22,25.3,21.2,81.2,0.1,100,4.17,rain,,,,13.5,8.3,1011.5,45.2,11.8,207.9,18,8,,2021-12-02T06:02:03,2021-12-02T17:34:48,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-03,28.4,22,24.6,30.1,22,25,20.3,78.2,0.6,100,25,rain,,,,13.9,0.4,1012.8,51.4,11.3,230.4,20.1,9,,2021-12-03T06:02:34,2021-12-03T17:35:05,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-04,26.4,21,23.4,26.4,21,23.4,19.1,77.4,0.1,100,4.17,rain,,,,14.8,1,1012.9,73.3,11.6,219.1,18.9,8,,2021-12-04T06:03:05,2021-12-04T17:35:22,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-05,28.3,20,23.7,29.2,20,23.9,18.8,75.2,0,0,0,,,,,18.4,5.6,1012.3,58.7,11.4,259.2,22.3,9,,2021-12-05T06:03:36,2021-12-05T17:35:40,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-12-06,29.3,22,25.1,32.7,22,25.9,21.1,79.1,0,0,0,,,,,11.2,354.9,1011.5,64.2,11.3,245.5,21.3,9,,2021-12-06T06:04:08,2021-12-06T17:35:59,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-07,29,22,25,31.4,22,25.7,21.7,82.5,0,0,0,,,,,11.2,7.6,1012.1,65.1,11.5,200.2,17.3,7,,2021-12-07T06:04:39,2021-12-07T17:36:19,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-12-08,30,22,25.5,31.3,22,26,21.3,79.3,0,0,0,,,,,13,19.2,1012.1,85.6,11.3,250.2,21.6,8,,2021-12-08T06:05:11,2021-12-08T17:36:40,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-09,28.6,23,25.7,32.4,23,26.9,23.2,86.7,0.1,100,4.17,rain,,,,7.6,24.3,1012.4,81.9,10.9,182.7,15.8,7,,2021-12-09T06:05:43,2021-12-09T17:37:01,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-10,29.3,23,25.3,32,23,26,21.6,81.3,6,100,4.17,rain,,,,17.6,21.7,1012.1,66.8,11,225.2,19.4,8,,2021-12-10T06:06:15,2021-12-10T17:37:24,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-12-11,29,21,24.5,32.7,21,25.1,22.3,88.2,0,0,0,,,,,10.2,21.2,1012.3,58.7,10.9,230.3,19.9,8,,2021-12-11T06:06:47,2021-12-11T17:37:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-12-12,30,21,25.6,34.1,21,26.8,22.5,84,0,0,0,,,,,11.2,23.5,1011.4,47.5,10.8,239.3,20.5,8,,2021-12-12T06:07:18,2021-12-12T17:38:11,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-13,29.6,23,26.1,31.4,23,27,21.7,77.7,0,0,0,,,,,12.4,9.4,1010.6,47.2,11.3,233.1,19.9,8,,2021-12-13T06:07:50,2021-12-13T17:38:36,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-14,29.6,23,26,32,23,26.9,21.7,77.9,0,0,0,,,,,11.7,3.5,1009.6,47.3,11.3,235.3,20.2,9,,2021-12-14T06:08:22,2021-12-14T17:39:01,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-15,30,23,26.4,34.1,23,28,22.6,80.3,0,0,0,,,,,14.8,8.4,1009,62.7,11.3,227,19.6,8,,2021-12-15T06:08:54,2021-12-15T17:39:27,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-16,30,24,26.8,34.5,24,28.6,23.5,83.4,0.2,100,4.17,rain,,,,18.4,64.4,1009.5,59,10.8,218.2,19,8,,2021-12-16T06:09:25,2021-12-16T17:39:54,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-17,31,23,26.6,36.5,23,28.6,24,86.8,5.4,100,4.17,rain,,,,13,68.5,1009.6,64.9,11.3,184.9,16,6,,2021-12-17T06:09:56,2021-12-17T17:40:21,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-18,30,23,26.3,33.3,23,27.5,22.4,80.5,0,0,0,,,,,14.8,11.1,1009.7,63.9,11.1,245.2,21.1,9,,2021-12-18T06:10:27,2021-12-18T17:40:49,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-19,28,23,24.8,29.7,23,25.1,19.7,73.3,0,0,0,,,,,16.6,351.9,1010.3,84.1,11.2,220.9,19.2,8,,2021-12-19T06:10:58,2021-12-19T17:41:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-20,28.2,22,24.4,29.9,22,24.7,20.4,79.1,0,0,0,,,,,13,354,1012,71.7,11.3,215,18.6,7,,2021-12-20T06:11:29,2021-12-20T17:41:46,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-21,31,21,25.6,35.5,21,27,22.3,83,0.1,100,4.17,rain,,,,13,59.6,1011.8,59.7,10.5,241,20.8,8,,2021-12-21T06:11:59,2021-12-21T17:42:16,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-22,30,23,26.2,35.1,23,27.9,23.7,86.9,0.1,100,4.17,rain,,,,18.4,85.4,1011.3,67.3,10.7,99.1,8.6,4,,2021-12-22T06:12:29,2021-12-22T17:42:45,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-23,29,24,26.2,32.7,24,27.3,22.8,82.2,3,100,4.17,rain,,,,22.3,80.9,1011,83.1,11.2,162.7,14.1,7,,2021-12-23T06:12:58,2021-12-23T17:43:16,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-24,29.1,23.9,26,32.7,23.9,27.3,23.2,85.2,0.5,100,4.17,rain,,,,16.6,82.8,1010.9,58.5,10.8,182.4,15.8,8,,2021-12-24T06:13:27,2021-12-24T17:43:46,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-12-25,31.3,23,26.2,35.7,23,27.6,22.6,82.3,0.5,100,4.17,rain,,,,22.3,74.8,1011.7,49.1,11.4,239.7,20.8,8,,2021-12-25T06:13:56,2021-12-25T17:44:17,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-12-26,31,22,26.4,35.5,22,28.2,23.2,83.9,0,0,0,,,,,13,42.7,1012.6,40.4,11.1,213.5,18.3,8,,2021-12-26T06:14:24,2021-12-26T17:44:49,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-27,30.6,23,26.3,35.3,23,27.8,23.8,87.4,0.5,100,20.83,rain,,,,11.2,77.7,1012.9,59.3,11,219.5,18.9,8,,2021-12-27T06:14:51,2021-12-27T17:45:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-28,30,23,26.2,35.1,23,27.8,24,88.4,4,100,4.17,rain,,,,11.2,61.8,1012.3,60.4,10.9,240,20.7,9,,2021-12-28T06:15:18,2021-12-28T17:45:52,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-12-29,30,23,26.1,35.1,23,27.7,23.6,86.7,0.6,100,8.33,rain,,,,11.2,57.7,1012.1,57.6,11,216.4,18.6,8,,2021-12-29T06:15:45,2021-12-29T17:46:24,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-30,29.4,23,25.7,32.1,23,26.6,21.4,78.1,0.5,100,4.17,rain,,,,16.4,29.3,1013,54.9,11,224.4,19.5,8,,2021-12-30T06:16:11,2021-12-30T17:46:57,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-12-31,29.2,21,25.3,31,21,26,20.1,73.7,0,0,0,,,,,14.8,40.5,1013,37.6,11.3,243,21.2,9,,2021-12-31T06:16:36,2021-12-31T17:47:29,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-01,30,21,25.6,32.6,21,26.4,20.9,75.9,0,0,0,,,,,9.4,47.1,1013,42.6,11.6,250.1,21.6,9,,2022-01-01T06:17:00,2022-01-01T17:48:02,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-02,30,24,26.6,34.1,24,27.8,22.3,77.9,0,0,0,,,,,9.9,28.3,1012.2,38.3,11.3,247.7,21.5,9,,2022-01-02T06:17:24,2022-01-02T17:48:34,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-03,30,24,26.3,33.3,24,27.2,22.8,81.6,0,0,0,,,,,11.2,63.5,1011.4,57.9,11.3,204.7,17.7,8,,2022-01-03T06:17:47,2022-01-03T17:49:07,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-04,30.2,23,26.2,34.1,23,27.7,22.8,82.4,0,0,0,,,,,16.6,63.7,1011.6,54.9,11.4,225.9,19.4,8,,2022-01-04T06:18:10,2022-01-04T17:49:40,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-05,30.3,23.8,26.5,35,23.8,28.2,22.9,81.4,0,0,0,,,,,16.6,74.9,1011.4,50.8,11.3,186.8,16.3,7,,2022-01-05T06:18:31,2022-01-05T17:50:12,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-06,31,24,26.5,36.5,24,27.8,23.3,83.3,0,0,0,,,,,64.8,174.7,1011.8,48.1,11.3,187.9,16.2,7,,2022-01-06T06:18:52,2022-01-06T17:50:45,0.11,Partially cloudy,Partly cloudy throughout the day.,wind,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-07,31,24.5,26.7,36.5,24.5,28.6,23.2,81.5,0.3,100,12.5,rain,,,,16.6,81.7,1012.4,47.6,10.7,236.2,20.4,8,,2022-01-07T06:19:12,2022-01-07T17:51:17,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-08,31,23,26.7,35.1,23,28.3,22.4,78,6,100,4.17,rain,,,,7.6,71.2,1012.1,43.8,10.6,241.2,20.8,9,,2022-01-08T06:19:31,2022-01-08T17:51:50,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-09,31,22,26.7,34.6,22,28.3,22.2,77.3,0,0,0,,,,,11.2,81.1,1011,39.4,11.3,253.3,21.9,9,,2022-01-09T06:19:49,2022-01-09T17:52:22,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-10,31,24,26.7,35.5,24,28.3,22.4,78.3,0,0,0,,0,0,28.8,16.6,91.5,1011.8,40.8,11.3,238.5,20.5,8,10,2022-01-10T06:20:06,2022-01-10T17:52:54,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-11,31,23,26.5,35.5,23,28.1,21.7,75.8,0,0,0,,0,0,37.8,18.4,89.8,1012.5,45.6,11.4,213.8,18.6,8,10,2022-01-11T06:20:23,2022-01-11T17:53:26,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-12,30.1,21,25.4,32.2,21,26,20.2,74,0.1,100,4.17,rain,0,0,33.8,20.5,86.6,1013,47.9,11.8,257.5,22.4,8,10,2022-01-12T06:20:38,2022-01-12T17:53:58,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2022-01-13,29.3,22.8,25.4,32,22.8,26.3,21.3,78.6,0.1,100,4.17,rain,0,0,33.5,13,78.3,1013.1,51.1,11,264.8,23.1,8,10,2022-01-13T06:20:53,2022-01-13T17:54:29,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-14,31,20.8,25.5,32.3,20.8,26,19.8,72.7,0,0,0,,0,0,24.8,13,68.8,1013.1,32.9,12,261.6,22.5,8,10,2022-01-14T06:21:06,2022-01-14T17:55:00,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2022-01-15,30.3,21,25.5,32.1,21,26.1,20,73.5,0,0,0,,0,0,25.9,11.2,70.2,1012.5,35.9,11.3,249.5,21.6,8,10,2022-01-15T06:21:19,2022-01-15T17:55:31,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-16,31,22,25.9,32.4,22,26.5,20.2,72.6,0,0,0,,0,0,26.6,18.4,83.6,1012.3,39.6,11.3,262.3,22.7,8,10,2022-01-16T06:21:31,2022-01-16T17:56:01,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-17,30,22,26,32.7,22,27.2,21.4,76.6,0,0,0,,0,0,30.2,11.2,94.1,1012.3,56.8,10.7,230.7,20,8,10,2022-01-17T06:21:41,2022-01-17T17:56:31,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-18,31,23,26.3,34.6,23,27.6,21.8,77.6,0,0,0,,0,0,28.4,13,78.2,1011.5,36.8,10.2,257.2,22.3,8,10,2022-01-18T06:21:51,2022-01-18T17:57:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-19,30,22.8,25.9,32,22.8,26.7,21.5,78,0.1,100,4.17,rain,0,0,25.2,12.4,70.8,1010.8,45.1,9.9,264.4,22.8,8,10,2022-01-19T06:22:00,2022-01-19T17:57:30,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-20,31,21,25.6,33.7,21,26.8,21.4,79,0,0,0,,0,0,23.4,13,74.4,1010.3,39.6,10.3,267.8,23.3,8,10,2022-01-20T06:22:07,2022-01-20T17:57:59,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-21,31.1,22,26.4,34.6,22,27.8,21.6,75.9,0,0,0,,0,0,35.6,18.4,101.7,1010.8,36.6,10.2,270.7,23.4,8,10,2022-01-21T06:22:14,2022-01-21T17:58:27,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-22,31.1,21,26,34.3,21,27.1,21.3,77.2,0,0,0,,0,0,27.4,16.6,133,1009.8,36.9,11.4,271.9,23.7,8,10,2022-01-22T06:22:20,2022-01-22T17:58:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2022-01-23,31,22,26,35.5,22,27.5,22.9,84.6,0,0,0,rain,0,0,23.8,8.8,155.6,1009.8,41.7,10.2,258.8,22.5,8,10,2022-01-23T06:22:24,2022-01-23T17:59:22,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-24,31.8,23,26.7,35.8,23,28.3,22.8,81.1,0,0,0,,0,0,24.5,9.4,139.5,1009.6,48.1,10.6,271.3,23.7,8,10,2022-01-24T06:22:28,2022-01-24T17:59:49,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-25,30.4,23,26.2,35,23,28,23.2,84.3,0,0,0,,0,0,30.6,14.8,105.7,1010.1,44.3,10.1,252.9,21.9,8,10,2022-01-25T06:22:30,2022-01-25T18:00:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-26,31,22,26.3,36.5,22,28.3,23.2,84.1,0,0,0,,0,0,30.2,14.8,119.5,1010.3,39.2,11.2,230.8,20,8,10,2022-01-26T06:22:31,2022-01-26T18:00:41,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2022-01-27,32,23,26.5,35.8,23,28.1,23,82.6,0,0,0,,0,0,29.5,9.4,144.1,1010,48.6,10.2,264.7,23,9,10,2022-01-27T06:22:32,2022-01-27T18:01:06,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-28,30,23,25.8,34.1,23,27,23.3,87.1,0,0,0,,0,0,26.6,8.5,218.6,1010.6,38.5,9.6,253.8,22,9,10,2022-01-28T06:22:31,2022-01-28T18:01:31,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
