name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chau Phu,2021-01-20,29,20.7,24.3,31.4,20.7,25.1,20.8,82,0,0,0,,,,,11.7,0.3,1011.9,52.3,10.1,169,14.7,7,,2021-01-20T06:22:09,2021-01-20T17:58:05,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-01-21,29,21,25.1,31.4,21,26,21.9,84,0,0,0,,,,,7.6,311,1011.2,49.2,10.3,235.7,20.3,8,,2021-01-21T06:22:15,2021-01-21T17:58:33,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-01-22,29.1,23,25.6,34.5,23,27,24,91.7,0,0,0,,,,,11.2,189.7,1010.4,70.7,9.8,222.8,19.3,8,,2021-01-22T06:22:20,2021-01-22T17:59:01,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-01-23,31,24,26.6,36.5,24,28.5,24,86.8,0,0,0,,,,,13,132.4,1010.6,50.8,10.6,203.4,17.7,8,,2021-01-23T06:22:25,2021-01-23T17:59:28,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-01-24,30,22.9,26.2,35.1,22.9,28,23.4,85.6,0,0,0,,,,,14.8,115,1011.4,51,11.6,249.7,21.5,9,,2021-01-24T06:22:28,2021-01-24T17:59:55,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-01-25,30,22,25.8,36.2,22,27.9,24.1,90.8,0.3,100,12.5,rain,,,,11.2,133,1011.1,45,9.8,219.8,18.9,8,,2021-01-25T06:22:30,2021-01-25T18:00:21,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-01-26,31,22.8,26.6,37.7,22.8,28.9,23.8,85.2,0,0,0,,,,,11.2,108.3,1010.3,56.9,9.7,242.9,21.1,9,,2021-01-26T06:22:31,2021-01-26T18:00:47,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-01-27,31,23,26.7,37.7,23,29,23.7,84.3,0,0,0,,,,,16.6,85.3,1010.4,47.2,10,257,22.2,9,,2021-01-27T06:22:31,2021-01-27T18:01:12,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-01-28,31,23,26.6,37.7,23,29,24,86.4,0.5,100,12.5,rain,,,,13,88.9,1011.6,43.4,9.8,231.4,19.9,8,,2021-01-28T06:22:30,2021-01-28T18:01:36,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-01-29,30,23,25.9,33.3,23,26.8,22.3,82.4,0.4,100,12.5,rain,,,,11.2,43.5,1011.7,32.1,9.8,267,23,9,,2021-01-29T06:22:28,2021-01-29T18:02:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-01-30,30,21.9,25.3,35,21.9,26.2,21.3,79.7,0,0,0,,,,,9.4,60.8,1012.4,38.4,10,200.3,17.2,7,,2021-01-30T06:22:25,2021-01-30T18:02:23,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-01-31,31,22,26,35.5,22,27.6,22.8,83.7,0,0,0,,,,,10.8,81.5,1012.4,41.3,9.4,243.9,20.8,9,,2021-01-31T06:22:21,2021-01-31T18:02:46,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-01,31,23,26.5,36.5,23,28.5,23.5,84.8,0,0,0,,,,,16.2,91.2,1012.7,42.1,10.5,224.8,19.3,8,,2021-02-01T06:22:16,2021-02-01T18:03:08,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-02,30,23.9,26.1,35.1,23.9,27.7,23.2,84.7,0,0,0,,,,,11.2,95,1013,41.6,10.6,248.2,21.5,9,,2021-02-02T06:22:10,2021-02-02T18:03:29,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-03,31.7,22,26.2,34.6,22,27.3,22,79.9,0,0,0,,,,,14.8,97.1,1012.4,50.2,11.7,270.3,23.4,9,,2021-02-03T06:22:03,2021-02-03T18:03:50,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-04,31,22,26,34.6,22,27.4,22.8,84.2,0,0,0,,,,,7.4,60.6,1013.1,34.6,10.2,261.1,22.5,9,,2021-02-04T06:21:54,2021-02-04T18:04:10,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-05,32,24,27.1,37.9,24,29.6,24.1,85,0,0,0,,,,,9.4,133.8,1012.1,51.2,10,263.8,22.9,9,,2021-02-05T06:21:45,2021-02-05T18:04:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-06,32,22,26.5,37.9,22,28.8,23.7,85.7,1,100,12.5,rain,,,,16.6,96.1,1011,41.9,10.5,246.8,21.4,9,,2021-02-06T06:21:35,2021-02-06T18:04:49,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-07,31,23,26.6,39.1,23,29.2,24.4,88.3,2,100,4.17,rain,,,,9.4,129.4,1011.2,54.7,9.6,260.2,22.5,9,,2021-02-07T06:21:24,2021-02-07T18:05:07,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-08,30,23,26.4,36.2,23,28.7,24,87,0.1,100,4.17,rain,,,,16.6,85.1,1010.8,55.5,10,227,19.6,8,,2021-02-08T06:21:12,2021-02-08T18:05:25,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-09,31,23,27.2,37.7,23,29.5,23.3,80.5,0,0,0,,,,,15.1,98.9,1010.4,60.3,11.7,269.5,23.3,9,,2021-02-09T06:20:59,2021-02-09T18:05:42,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-10,31,23,26.8,37.7,23,29.4,24.1,86.1,1.3,100,20.83,rain,,,,14.8,91.8,1010.4,37.4,10.3,269.2,23.3,9,,2021-02-10T06:20:45,2021-02-10T18:05:58,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-11,29,23,25.7,34.4,23,26.9,23.9,90.3,24,100,4.17,rain,,,,13,100.9,1011.7,62.8,10,253.2,21.9,9,,2021-02-11T06:20:30,2021-02-11T18:06:14,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-12,31,24,26.5,35.4,24,28.1,23.7,86,0,0,0,,,,,13,106,,51.6,9.8,277.6,24.2,9,,2021-02-12T06:20:14,2021-02-12T18:06:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VVCT
Chau Phu,2021-02-13,31,22.6,26,33.6,22.6,27.2,22.8,84.6,0,0,0,,,,,14.8,130.4,1012.8,43.1,9.8,269.9,23.6,9,,2021-02-13T06:19:57,2021-02-13T18:06:43,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-14,29,22.6,25.2,32.7,22.6,26.2,22.3,85,0,0,0,,,,,18.4,118.9,1013.3,49.9,11.1,256.4,22.1,9,,2021-02-14T06:19:40,2021-02-14T18:06:57,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-15,31.9,20,24.9,33.3,20,25.8,21.8,84.3,0,0,0,,,,,13,126.6,1012.2,42.3,9.6,264.9,23.1,9,,2021-02-15T06:19:21,2021-02-15T18:07:10,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-16,29,20,24.3,32,20,25,21.2,84.1,0,0,0,,,,,15.4,115.8,1011.5,39.4,9.9,268.6,23.2,9,,2021-02-16T06:19:02,2021-02-16T18:07:23,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-17,30,21.6,25.4,32,21.6,26.1,21.1,79.4,0,0,0,,,,,22.3,110.5,1012.4,42.5,11.1,278,24,9,,2021-02-17T06:18:41,2021-02-17T18:07:35,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-18,30,21,25,32.6,21,25.7,21.4,81.8,0,0,0,,,,,14,81.9,1013.8,35.2,10.6,289.8,25,10,,2021-02-18T06:18:20,2021-02-18T18:07:46,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-19,31,22,25.7,33,22,26.4,20.8,76.5,0,0,0,,,,,16.6,63.6,1014,38.7,10.6,289.9,25,10,,2021-02-19T06:17:59,2021-02-19T18:07:57,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-20,31,22,25.6,32.5,22,25.9,20.5,76.8,0,0,0,,,,,16.6,92.8,1014.8,26.9,9.1,297.3,25.7,10,,2021-02-20T06:17:36,2021-02-20T18:08:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT"
Chau Phu,2021-02-21,30,20,25.3,33.5,20,26.4,21.3,79.8,0,0,0,,,,,16.6,92,1013.5,55.7,10.9,280.4,24.1,9,,2021-02-21T06:17:13,2021-02-21T18:08:17,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,remote"
Chau Phu,2021-02-22,30,20,24.9,32.6,20,25.9,21.7,84.1,0,0,0,,,,,11.2,159.2,1012.5,39.2,10.2,277,23.9,9,,2021-02-22T06:16:49,2021-02-22T18:08:26,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-23,31,21,25.8,34.6,21,26.8,21.9,81.3,0,0,0,,,,,13,135.7,1011.3,44.6,10.2,261.5,22.7,9,,2021-02-23T06:16:24,2021-02-23T18:08:34,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-24,30,22,25.9,34.2,22,27.3,23,85.6,0,0,0,,,,,14.8,173.1,1010.4,41.6,10.4,223.8,19.6,8,,2021-02-24T06:15:58,2021-02-24T18:08:43,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-25,31,23,26.5,37.7,23,28.8,23.8,86.1,0,0,0,,,,,10.3,214.3,1009,54,11.2,277.1,24,10,,2021-02-25T06:15:32,2021-02-25T18:08:50,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-26,33,24,27.4,42.1,24,30.4,25,88.1,0,0,0,,,,,16.6,208.8,1007.6,48.8,9.5,274.3,23.7,9,,2021-02-26T06:15:05,2021-02-26T18:08:57,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-02-27,34,24,27.8,40.6,24,30.7,24.4,83.5,0,0,0,,,,,14.4,202.9,1007.9,42.7,8.9,285.2,24.6,10,,2021-02-27T06:14:38,2021-02-27T18:09:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-02-28,32.2,24,27.3,40.6,24,30.5,24.9,87.9,0,0,0,,,,,24.1,100.1,1009.7,48.9,10,280.5,24.2,10,,2021-02-28T06:14:10,2021-02-28T18:09:10,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-01,33,24.9,28.3,42.1,24.9,31.7,24.6,81.6,0,0,0,,,,,18.4,106.3,1012,56.7,11.4,276.3,23.9,9,,2021-03-01T06:13:41,2021-03-01T18:09:15,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-03-02,32,25,27.9,39.2,25,30.9,24.5,82.7,0.1,100,4.17,rain,,,,14.8,97.1,1012.1,54.7,10.6,243.7,21.1,8,,2021-03-02T06:13:12,2021-03-02T18:09:20,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-03,32.1,24.8,28,36.8,24.8,29.8,23.1,76.8,0,0,0,,,,,29.5,94.4,1011.8,35.9,10.8,298.9,25.8,10,,2021-03-03T06:12:42,2021-03-03T18:09:25,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-04,34,24.5,28.2,39.3,24.5,30.2,23.5,78.3,0,0,0,,,,,25.9,89.1,1012.3,39.3,11.3,300.4,26,10,,2021-03-04T06:12:12,2021-03-04T18:09:29,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-05,32.2,23.1,27.3,36.8,23.1,29.1,23.2,80.7,0,0,0,,,,,24.1,97.9,1012.1,39.1,11.6,308.3,26.7,10,,2021-03-05T06:11:41,2021-03-05T18:09:33,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-06,34.9,23,27.7,36.8,23,29.2,22.3,75.7,0,0,0,,,,,17.3,97,1012.6,37.4,10.3,309.1,26.7,10,,2021-03-06T06:11:10,2021-03-06T18:09:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-03-07,32,24,27.5,36.5,24,29.5,23.2,79.2,0,0,0,,,,,18.4,106.5,1012,43.2,10.5,294.4,25.3,10,,2021-03-07T06:10:38,2021-03-07T18:09:40,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-08,33,23,27.8,36.8,23,29.4,22.1,74,0,0,0,,,,,22.3,97.6,1012.4,38.9,10.7,289.4,25.1,10,,2021-03-08T06:10:06,2021-03-08T18:09:43,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-03-09,33,25,28.2,37,25,29.9,22,70.8,0,0,0,,,,,21.4,101.3,1012.2,43.6,10.9,280,24.1,9,,2021-03-09T06:09:33,2021-03-09T18:09:45,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-10,34,24,28.3,37,24,30.2,22.4,72.5,0,0,0,,,,,20.5,97.6,1011.9,39.9,10.8,286.4,24.9,10,,2021-03-10T06:09:01,2021-03-10T18:09:48,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-11,34,24.7,28.3,38.3,24.7,30.6,22.9,74.1,0.1,100,4.17,rain,,,,18.4,83.8,1011.7,43,11.2,255.6,22.1,9,,2021-03-11T06:08:27,2021-03-11T18:09:49,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-03-12,33,24.9,28.1,36.1,24.9,29.8,22,71.6,0.5,100,16.67,rain,,,,27.7,87.5,1012.2,45.2,10.8,274.6,23.8,10,,2021-03-12T06:07:54,2021-03-12T18:09:51,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-13,33,25,28.3,36.1,25,29.8,21.6,68.7,1,100,41.67,rain,,,,18.4,111.2,1011.8,49.4,11.4,296.6,25.5,10,,2021-03-13T06:07:20,2021-03-13T18:09:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-03-14,32,23,27.1,37.9,23,29,22.7,78.4,0,0,0,,,,,24.1,120.6,1010.4,39.4,9.9,278.8,24.1,10,,2021-03-14T06:06:46,2021-03-14T18:09:54,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-15,32,22,27.2,36.8,22,29.1,22.6,77.3,0,0,0,,,,,18.4,120.3,1010.3,43.8,10.6,293.4,25.1,10,,2021-03-15T06:06:11,2021-03-15T18:09:54,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-03-16,32,23,26.9,35.8,23,28.4,22.7,80,0,0,0,,,,,14.8,118.2,1009.8,50.5,10.2,246.4,21.3,9,,2021-03-16T06:05:36,2021-03-16T18:09:55,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-17,32,23,27.1,35.8,23,28.7,22.3,77,0,0,0,,,,,14.8,120.1,1009.7,39.4,10.8,281.4,24.4,10,,2021-03-17T06:05:02,2021-03-17T18:09:56,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-18,31,22,26.7,35.5,22,28.7,23,81.2,0,0,0,,,,,13,135.9,1009.3,46.4,10.4,287.4,24.9,10,,2021-03-18T06:04:26,2021-03-18T18:09:56,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-19,32,24,27.8,37.9,24,30.8,23.8,79.9,0,0,0,,,,,16.6,135.3,1008.5,40.7,10.5,285.8,24.7,10,,2021-03-19T06:03:51,2021-03-19T18:09:56,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-20,33,25,28.6,40.6,25,32,24.3,78.8,0,0,0,,,,,13,128.3,1007.5,49.4,10.5,235.1,20.2,8,,2021-03-20T06:03:16,2021-03-20T18:09:56,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-21,34,25,28.8,40.6,25,32.2,24.4,79.1,0,0,0,,,,,14.8,119.9,1008,38.6,11.1,255.6,22.1,9,,2021-03-21T06:02:40,2021-03-21T18:09:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-22,35,25.2,29.5,37.1,25.2,32.4,22.8,69.5,0.1,100,4.17,rain,,,,28.8,99.7,1010.1,42.1,10.9,284.5,24.6,10,,2021-03-22T06:02:05,2021-03-22T18:09:56,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2021-03-23,33.8,25,29,39.3,25,32.1,23.6,73.7,0,0,0,,,,,14.8,79.8,1010,40.8,10.8,249.9,21.6,9,,2021-03-23T06:01:29,2021-03-23T18:09:55,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2021-03-24,34,26.7,29.3,39.4,29.7,33.3,23.6,72.8,1,100,33.33,rain,,,,25.9,89.9,1009.1,52.2,10.7,251.7,21.7,9,,2021-03-24T06:00:53,2021-03-24T18:09:55,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
